time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2021-05-05 16:44:20.771 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,7569883134,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,0,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,253101032, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:45:20.776 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,7569743870,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,255032016, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:46:20.782 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,7569739774,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,256440264, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:47:20.787 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,7569735678,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,256976000, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:48:20.796 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,7569735678,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,259054704, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:49:20.805 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6921138174,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,260099448, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:50:20.808 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6921129982,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,261513344, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:51:20.811 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6921125886,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,262921664, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:52:20.812 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6921125886,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,263712552, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:53:20.814 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6920126462,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,265267720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:54:20.823 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856638462,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,266135752, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:55:20.827 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856597502,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,7,7,3,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,267518576, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:56:20.832 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856577022,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,269213168, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:57:20.833 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856577022,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,269748912, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:58:20.837 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856577022,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,271599192, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 16:59:20.842 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856577022,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,272722400, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:00:20.845 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856577022,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,274024440, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:01:20.849 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856577022,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,275800720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:02:20.851 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856572926,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,277108784, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:03:20.854 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856572926,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,278154840, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:04:20.856 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856544254,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,5,5,2,5, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,279383128, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:05:20.858 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856486910,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,280429208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:06:20.862 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856454142,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,281868824, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:07:20.868 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6856454142,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,283769208, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:08:20.870 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852222974,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,284920360, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:09:20.872 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852218878,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,7,7,3,7, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,285456112, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:10:20.873 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852214782,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,287089648, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:11:20.875 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852214782,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,288948176, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:12:20.876 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852214782,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,290362176, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:13:20.882 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852214782,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,2, , ,1, , , , , , , , , , , , , , , , , , , ,291787120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:14:20.887 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852214782,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,98,98,25,98, , , , , , , , ,3,4, , ,1, , , , , , , , , , , , , , , , , , , ,292831920, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:15:20.890 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852214782,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,294210320, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:16:20.892 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852214782,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,295281808, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:17:20.894 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852214782,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,296583720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:18:20.896 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6852210686,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,297679808, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:19:20.901 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,11, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6642331646,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,300133744, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,11, , , , , , , , , , 
2021-05-05 17:20:20.903 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6429286398,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,6,6,2,6, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,301512120, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
