time,Backup:backupCopyFilesCount,Backup:backupCopyFilesMs,BtreeOp:nBinDeltaDelete,BtreeOp:nBinDeltaGet,BtreeOp:nBinDeltaInsert,BtreeOp:nBinDeltaUpdate,BtreeOp:nRootSplits,BtreeOp:relatchesRequired,Cache:DOSBytes,Cache:adminBytes,Cache:cacheTotalBytes,Cache:dataBytes,Cache:lockBytes,Cache:lruDirtySize,Cache:lruMixedSize,Cache:nBINDeltasFetchMiss,Cache:nBINsFetch,Cache:nBINsFetchMiss,Cache:nBINsFetchMissRatio,Cache:nBinDeltaBlindOps,Cache:nBytesEvictedCACHEMODE,Cache:nBytesEvictedCRITICAL,Cache:nBytesEvictedDAEMON,Cache:nBytesEvictedEVICTORTHREAD,Cache:nBytesEvictedMANUAL,Cache:nCachedBINDeltas,Cache:nCachedBINs,Cache:nCachedUpperINs,Cache:nDirtyNodesEvicted,Cache:nEvictionRuns,Cache:nFullBINsMiss,Cache:nINCompactKey,Cache:nINNoTarget,Cache:nINSparseTarget,Cache:nLNsEvicted,Cache:nLNsFetch,Cache:nLNsFetchMiss,Cache:nNodesEvicted,Cache:nNodesMovedToDirtyLRU,Cache:nNodesMutated,Cache:nNodesPutBack,Cache:nNodesSkipped,Cache:nNodesStripped,Cache:nNodesTargeted,Cache:nRootNodesEvicted,Cache:nSharedCacheEnvironments,Cache:nThreadUnavailable,Cache:nUpperINsFetch,Cache:nUpperINsFetchMiss,Cache:sharedCacheTotalBytes,Checkpoints:lastCheckpointEnd,Checkpoints:lastCheckpointId,Checkpoints:lastCheckpointInterval,Checkpoints:lastCheckpointStart,Checkpoints:nCheckpoints,Checkpoints:nDeltaINFlush,Checkpoints:nFullBINFlush,Checkpoints:nFullINFlush,Cleaning:activeLogSize,Cleaning:availableLogSize,Cleaning:maxPredictedUtilization,Cleaning:maxUtilization,Cleaning:minPredictedUtilization,Cleaning:minUtilization,Cleaning:nBINDeltasCleaned,Cleaning:nBINDeltasDead,Cleaning:nBINDeltasMigrated,Cleaning:nBINDeltasObsolete,Cleaning:nCleanerDeletions,Cleaning:nCleanerDisksReads,Cleaning:nCleanerEntriesRead,Cleaning:nCleanerRuns,Cleaning:nINsCleaned,Cleaning:nINsDead,Cleaning:nINsMigrated,Cleaning:nINsObsolete,Cleaning:nLNQueueHits,Cleaning:nLNsCleaned,Cleaning:nLNsDead,Cleaning:nLNsExpired,Cleaning:nLNsExtinct,Cleaning:nLNsLocked,Cleaning:nLNsMarked,Cleaning:nLNsMigrated,Cleaning:nLNsObsolete,Cleaning:nPendingDBsIncomplete,Cleaning:nPendingDBsProcessed,Cleaning:nPendingLNsLocked,Cleaning:nPendingLNsProcessed,Cleaning:nRevisalRuns,Cleaning:nTwoPassRuns,Cleaning:pendingDBQueueSize,Cleaning:pendingLNQueueSize,Cleaning:protectedLogSize,Cleaning:protectedLogSizeMap,Cleaning:reservedLogSize,Cleaning:totalLogSize,Environment:environmentCreationTime,Eraser:eraserCycleEnd,Eraser:eraserCycleStart,Eraser:eraserFSyncs,Eraser:eraserFilesAlreadyDeleted,Eraser:eraserFilesDeleted,Eraser:eraserFilesErased,Eraser:eraserFilesRemaining,Eraser:eraserReadBytes,Eraser:eraserReads,Eraser:eraserWriteBytes,Eraser:eraserWrites,I/O:bufferBytes,I/O:endOfLog,I/O:fSync95Ms,I/O:fSync99Ms,I/O:fSyncAvgMs,I/O:fSyncMaxMs,I/O:nBytesReadFromWriteQueue,I/O:nBytesWrittenFromWriteQueue,I/O:nCacheMiss,I/O:nFSyncRequests,I/O:nFSyncs,I/O:nFileOpens,I/O:nGroupCommitRequests,I/O:nGrpCommitTimeouts,I/O:nLogBuffers,I/O:nLogFSyncs,I/O:nNoFreeBuffer,I/O:nNotResident,I/O:nOpenFiles,I/O:nRandomReadBytes,I/O:nRandomReads,I/O:nRandomWriteBytes,I/O:nRandomWrites,I/O:nReadsFromWriteQueue,I/O:nRepeatFaultReads,I/O:nRepeatIteratorReads,I/O:nSequentialReadBytes,I/O:nSequentialReads,I/O:nSequentialWriteBytes,I/O:nSequentialWrites,I/O:nTempBufferWrites,I/O:nWriteQueueOverflow,I/O:nWriteQueueOverflowFailures,I/O:nWritesFromWriteQueue,Jvm:PS MarkSweep.count,Jvm:PS MarkSweep.time,Jvm:PS Scavenge.count,Jvm:PS Scavenge.time,Jvm:heap,Jvm:loadAverage,Locks:nLatchAcquireNoWaitUnsuccessful,Locks:nLatchAcquiresNoWaitSuccessful,Locks:nLatchAcquiresNoWaiters,Locks:nLatchAcquiresSelfOwned,Locks:nLatchAcquiresWithContention,Locks:nLatchReleases,Locks:nRequests,Locks:nWaits,Node Compression:cursorsBins,Node Compression:dbClosedBins,Node Compression:inCompQueueSize,Node Compression:nonEmptyBins,Node Compression:processedBins,Node Compression:splitBins,OffHeap:offHeapAllocFailure,OffHeap:offHeapAllocOverflow,OffHeap:offHeapBINsLoaded,OffHeap:offHeapBINsStored,OffHeap:offHeapCachedBINDeltas,OffHeap:offHeapCachedBINs,OffHeap:offHeapCachedLNs,OffHeap:offHeapCriticalNodesTargeted,OffHeap:offHeapDirtyNodesEvicted,OffHeap:offHeapLNsEvicted,OffHeap:offHeapLNsLoaded,OffHeap:offHeapLNsStored,OffHeap:offHeapLruSize,OffHeap:offHeapNodesEvicted,OffHeap:offHeapNodesMutated,OffHeap:offHeapNodesSkipped,OffHeap:offHeapNodesStripped,OffHeap:offHeapNodesTargeted,OffHeap:offHeapThreadUnavailable,OffHeap:offHeapTotalBlocks,OffHeap:offHeapTotalBytes,Op:priDelete,Op:priDeleteFail,Op:priInsert,Op:priInsertFail,Op:priPosition,Op:priSearch,Op:priSearchFail,Op:priUpdate,Op:secDelete,Op:secInsert,Op:secPosition,Op:secSearch,Op:secSearchFail,Op:secUpdate,TaskCoordinator:nApplicationPermits,TaskCoordinator:nDeficitPermits,TaskCoordinator:nRealPermits
2021-05-05 17:21:20.908 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6429286398,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,303231792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:22:20.910 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6429274110,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,1,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,304304872, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:23:20.911 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6429118462,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,305462464, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:24:20.914 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6428950526,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,306763776, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:25:20.940 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6427578366,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,308280088,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:26:20.958 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6430842878,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,3,3,1,3, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,309683872,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:27:20.970 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6429093886,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,4,4,1,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,310729936,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:28:20.980 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6427541502,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,312142720, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:29:20.986 UTC, , , , , , , , , ,125,3353613,207088,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3353613,382977,4, ,382672, , , , ,383543,6427267070,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,383543,1620232640697,,, , , , , , , , , ,3145728,383513,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,313443984, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:55:05.221 UTC, , , , , , , , , ,125,3178661,32808, , ,5, ,38,5,0.13, , , , , , , ,5,5, ,5, ,2,3,6, ,40,18, , , , , , , , ,1, , , ,3178661,385060,5,383614,383614,1,3,1,5,385115,6426775550,-1,-1,-1,-1, , , , , ,47,3992, , , , , , , , , , , , , , , , , , , , , , , , , ,385115,1620237304772,,, , , , , , , , , ,3145728,385060,4,4,2,4, , ,30,1,1,4,1, ,3,2, ,30, ,2048,1, , , ,1, ,871680,136,1572,1, , , , ,3,339,12,294,286939200,4, , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-05-05 17:55:05.388 UTC, , , , , , , , , ,125,3178661,32808, , ,5, ,10, , , , , , , , , ,5,5, , , ,2,2,6, ,4,2, , , , , , , , ,1, , , ,3178661,385060,5,383614,383614, , , , ,385115,6426775550,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,385115,1620237304772,,, , , , , , , , , ,3145728,385060, , , , , , ,2, , ,1, , ,3, , ,2,1, , , , , , , ,2176,3, , , , , , , , , , ,302391840,3, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2021-05-05 17:55:05.523 UTC, , , , , , , , , ,125,3165029,19176, , ,3, ,25,3,0.12, , , , , , , ,3,3, ,2, ,2,1,4, ,32,20, , , , , , , , ,1, , , ,3165029,385527,6, ,385187, , , , ,385579,6426771454,28,28,28,28, , , , , ,48,4009, , , , , , , , , , , , , , , , , , , , , , , , , ,385579,1620237305440,,, , , , , , , , , ,3145728,385527, , , , , , ,28, , ,2, , ,3, , ,28, ,2048,1, , , , , ,871718,133, , , , , , ,3,339,12,294,318885424,3, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-05-05 17:56:05.528 UTC, , , , , , , , , ,125,3349629,203104,672, ,44,22,400,41,0.10, , , , , , , ,44,7, , ,22,22,16,22, ,198,183, , , , , , , , ,1, , , ,3349629,385527,6, ,385187, , , , ,386120,6426853374,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,386120,1620237305440,,, , , , , , , , , ,3145728,386090,2,2,1,2, , ,250,3,3,3,3, ,3,5, ,250,1, , , , , ,6, ,173274,259,541,3, , , , ,1,146,2,130,132845080,2, , , , , , ,1336, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,984,331,12, , , , , , , , , , 
2021-05-05 17:57:05.533 UTC, , , , , , , , , ,125,3349629,203104,672, ,44, ,12, , , , , , , , , ,44,7, , , ,22,16,22, , , , , , , , , , , ,1, , , ,3349629,385527,6, ,385187, , , , ,386120,6426677246,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,386120,1620237305440,,, , , , , , , , , ,3145728,386090,4,4,2,4, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,137713288,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:58:05.535 UTC, , , , , , , , , ,125,3349629,203104,672, ,44, ,12, , , , , , , , , ,44,7, , , ,22,16,22, , , , , , , , , , , ,1, , , ,3349629,385527,6, ,385187, , , , ,386120,6426669054,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,386120,1620237305440,,, , , , , , , , , ,3145728,386090,2,2,1,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,140261344, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 17:59:05.540 UTC, , , , , , , , , ,125,3349629,203104,672, ,44, ,12, , , , , , , , , ,44,7, , , ,22,16,22, , , , , , , , , , , ,1, , , ,3349629,385527,6, ,385187, , , , ,386120,6426595326,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,386120,1620237305440,,, , , , , , , , , ,3145728,386090,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,142435792, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 18:00:05.549 UTC, , , , , , , , , ,125,3349629,203104,672, ,44, ,12, , , , , , , , , ,44,7, , , ,22,16,22, , , , , , , , , , , ,1, , , ,3349629,385527,6, ,385187, , , , ,386120,6429868030,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,386120,1620237305440,,, , , , , , , , , ,3145728,386090,1,1,0,1, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,143458728, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-05 18:01:05.563 UTC, , , , , , , , , ,125,3349629,203104,672, ,44, ,12, , , , , , , , , ,44,7, , , ,22,16,22, , , , , , , , , , , ,1, , , ,3349629,385527,6, ,385187, , , , ,386120,6430019582,28,28,28,28, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,386120,1620237305440,,, , , , , , , , , ,3145728,386090,2,2,0,2, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,144779760, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-06 19:38:58.983 UTC, , , , , , , , , ,125,3170261,24408, , ,5,2,38,5,0.13,2, , , , , ,2,5,5, ,5, ,2,3,6, ,44,20, , , , , , , , ,1, , , ,3170261,387800,7,386191,386191,1,3,1,5,387855,22778683390,27,27,27,27, , , , , ,48,4012, , , , , , , , , , , , , , , , , , , , , , , , , ,387855,1620329934131,,, , , , , , , , , ,3145728,387800,1,1,0,1, , ,32,1,1,4,1, ,3,2, ,32, ,2048,1, , , , , ,884006,139,1735,1, , , , ,4,498,22,556,122171264,6, , , , , , ,34, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-05-06 19:39:00.952 UTC, , , , , , , , , ,125,3172077,26224, , ,5, ,10, , , , , , , , ,1,5,5, , ,1,2,2,6, ,4,2, , , , , , , , ,1, , , ,3172077,387800,7,386191,386191, , , , ,387855,22778683390,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,387855,1620329934131,,, , , , , , , , , ,3145728,387800, , , , , , ,3, , ,1, , ,3, , ,3,1, , , , , , , ,4224,4, , , , , , , , , , ,140052880,6, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2021-05-06 19:39:02.278 UTC, , , , , , , , , ,125,3165077,19224, , ,3, ,25,3,0.12, , , , , , , ,3,3, ,2, ,2,1,4, ,36,22, , , , , , , , ,1, , , ,3165077,388297,8, ,387927, , , , , , ,-1,-1,-1,-1, , , , , ,48,4029, , , , , , , , , , , , , , , , , , , , , , , , , , ,1620329941833,,, , , , , , , , , ,3145728,388297, , , , , , ,30, , ,2, , ,3, , ,30, ,2048,1, , , , , ,871894,135, , , , , , ,4,498,22,556,155047088,6, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-05-06 19:40:02.216 UTC, , , , , , , , , ,125,3349853,203328,672, ,44,22,403,41,0.10, , , , , , , ,44,7, , ,22,22,16,22, ,199,183, , , , , , , , ,1, , , ,3349853,388297,8, ,387927, , , , ,388890,22548844542,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,388890,1620329941833,,, , , , , , , , , ,3145728,388860,0,0,0,0, , ,250,3,3,3,3, ,3,5, ,250,1, , , , , ,6, ,173274,259,541,3, , , , ,1,3296,4,75,54981632,5, , , , , , ,1336, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,982,332,12, , , , , , , , , , 
2021-05-06 19:41:02.223 UTC, , , , , , , , , ,125,3349853,203328,672, ,44, ,12, , , , , , , , , ,44,7, , , ,22,16,22, , , , , , , , , , , ,1, , , ,3349853,388297,8, ,387927, , , , ,388890,22429102078,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,388890,1620329941833,,, , , , , , , , , ,3145728,388860,0,0,0,0, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,56418768,3, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-06 19:42:02.246 UTC, , , , , , , , , ,125,3354741,208216,672, ,45,1,126,1,0.01, , , , , , , ,45,7, , ,1,23,13,26, ,55,15, , , , , , , , ,1, , , ,3354741,388297,8, ,387927, , , , ,388890,22259863550,27,27,27,27, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,388890,1620329941833,,, , , , , , , , , ,3145728,388860,0,0,0,0, , ,17, , , , , ,3,3, ,17,1, , , , , , , ,5302,17, , , , , , , , ,1,19,94548272,1, , , , , , ,284, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,181,103,12, , , , , , , , , , 
2021-05-07 06:30:37.431 UTC, , , , , , , , , ,125,3172285,26432, , ,5,2,40,5,0.13,1, , , , , ,1,5,5, ,5,1,2,3,6, ,49,22, , , , , , , , ,1, , , ,3172285,391140,9,388961,388961,1,2,2,6,391195,75839516670,-1,-1,-1,-1, , , , , ,48,4032, , , , , , , , , , , , , , , , , , , , , , , , , ,391195,1620369034284,,, , , , , , , , , ,3145728,391140,0,0,0,0, , ,35,1,1,4,1, ,3,2, ,35, ,2048,1, , , , , ,886230,142,2305,1, , , , ,3,302,31,308,73167944,4, , , , , , ,35, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-05-07 06:30:38.467 UTC, , , , , , , , , ,125,3172285,26432, , ,5, ,10, , , , , , , , ,1,5,5, , , ,2,2,6, ,4,2, , , , , , , , ,1, , , ,3172285,391140,9,388961,388961, , , , ,391195,75839516670,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,391195,1620369034284,,, , , , , , , , , ,3145728,391140, , , , , , ,2, , ,1, , ,3, , ,2,1, , , , , , , ,2176,3, , , , , , , , , , ,90507768,4, , , , , , ,25, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,14,8, , , , , , , , , , , 
2021-05-07 06:30:39.517 UTC, , , , , , , , , ,125,3165125,19272, , ,3,1,25,3,0.12, , , , , , , ,3,3, ,2,1,2,1,4, ,40,24, , , , , , , , ,1, , , ,3165125,391569,10, ,391267, , , , ,391621,75837755390,26,26,26,26, , , , , ,48,4049, , , , , , , , , , , , , , , , , , , , , , , , , ,391621,1620369039244,,, , , , , , , , , ,3145728,391569, , , , , , ,33, , ,2, , ,3, , ,33, ,2048,1, , , , , ,874118,138, , , , , , ,3,302,31,308,104671592,4, , , , , , ,18, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
2021-05-07 06:31:39.561 UTC, , , , , , , , , ,125,3350077,203552,672, ,44,21,401,41,0.10, , , , , , , ,44,7, , ,21,22,16,22, ,198,183, , , , , , , , ,1, , , ,3350077,391569,10, ,391267, , , , ,392137,75850870782,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,392137,1620369039244,,, , , , , , , , , ,3145728,392107,1,1,0,1, , ,249,3,3,3,3, ,3,6, ,249,1, , , , , ,6, ,171226,258,516,3, , , , ,1,176,5,164,97442504,5, , , , , , ,1335, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1, ,2, ,982,332,12, , , , , , , , , , 
2021-05-07 06:32:39.592 UTC, , , , , , , , , ,125,3354965,208440,672, ,45,1,126,1,0.01, , , , , , , ,45,7, , ,1,23,13,26, ,55,15, , , , , , , , ,1, , , ,3354965,391569,10, ,391267, , , , ,392137,75844034558,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,392137,1620369039244,,, , , , , , , , , ,3145728,392107,1,1,0,1, , ,17, , , , , ,3,3, ,17,1, , , , , , , ,5302,17, , , , , , , , , , ,175866848,3, , , , , , ,284, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,181,103,12, , , , , , , , , , 
2021-05-07 06:33:39.614 UTC, , , , , , , , , ,125,3354965,208440,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3354965,391569,10, ,391267, , , , ,392137,75844231166,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,392137,1620369039244,,, , , , , , , , , ,3145728,392107,0,0,0,0, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , , , ,178060632,2, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
2021-05-07 06:34:39.629 UTC, , , , , , , , , ,125,3354965,208440,672, ,45, ,12, , , , , , , , , ,45,7, , , ,23,13,26, , , , , , , , , , , ,1, , , ,3354965,391569,10, ,391267, , , , ,392137,75842613246,26,26,26,26, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,392137,1620369039244,,, , , , , , , , , ,3145728,392107,0,0,0,0, , , , , , , , ,3,3, , ,1, , , , , , , , , , , , , , , , , ,1,23,67550288, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,12, , , , , , , , , , 
